Timestamp,hexa-netbotz1.physics.wisc.edu 5335a-Temp-Rb-Lab           
2018-04-24T15:00:00-05:00,69.44
2018-04-24T15:30:00-05:00,69.5589
2018-04-24T16:00:00-05:00,69.5961
2018-04-24T16:30:00-05:00,69.5898
2018-04-24T17:00:00-05:00,69.555875
2018-04-24T17:30:00-05:00,69.530725
2018-04-24T18:00:00-05:00,69.44
2018-04-24T18:30:00-05:00,69.4365
2018-04-24T19:00:00-05:00,69.3895
2018-04-24T19:30:00-05:00,68.9902
2018-04-24T20:00:00-05:00,68.9
2018-04-24T20:30:00-05:00,68.9182
2018-04-24T21:00:00-05:00,68.8094
2018-04-24T21:30:00-05:00,68.7191
2018-04-24T22:00:00-05:00,68.72
2018-04-24T22:30:00-05:00,68.72
2018-04-24T23:00:00-05:00,68.71432857
2018-04-24T23:30:00-05:00,68.72
2018-04-25T00:00:00-05:00,68.6596
2018-04-25T00:30:00-05:00,68.54
2018-04-25T01:00:00-05:00,68.54
2018-04-25T01:30:00-05:00,68.54
2018-04-25T02:00:00-05:00,68.54
2018-04-25T02:30:00-05:00,68.54
2018-04-25T03:00:00-05:00,68.51
2018-04-25T03:30:00-05:00,68.54
2018-04-25T04:00:00-05:00,68.51
2018-04-25T04:30:00-05:00,68.3603
2018-04-25T05:00:00-05:00,68.4773
2018-04-25T05:30:00-05:00,68.4844625
2018-04-25T06:00:00-05:00,68.3901375
2018-04-25T06:30:00-05:00,68.36
2018-04-25T07:00:00-05:00,68.36
2018-04-25T07:30:00-05:00,68.36
2018-04-25T08:00:00-05:00,68.36
2018-04-25T08:30:00-05:00,68.36
2018-04-25T09:00:00-05:00,68.481
2018-04-25T09:30:00-05:00,68.8095
2018-04-25T10:00:00-05:00,68.8409
2018-04-25T10:30:00-05:00,69.0507
2018-04-25T11:00:00-05:00,69.1098
2018-04-25T11:30:00-05:00,69.0865
2018-04-25T12:00:00-05:00,69.2004
2018-04-25T12:30:00-05:00,69.26
2018-04-25T13:00:00-05:00,69.1997
2018-04-25T13:30:00-05:00,69.1398
2018-04-25T14:00:00-05:00,69.3802
2018-04-25T14:30:00-05:00,69.62
2018-04-25T15:00:00-05:00,69.5332
2018-04-25T15:30:00-05:00,69.5003
2018-04-25T16:00:00-05:00,69.3801
2018-04-25T16:30:00-05:00,69.2303
2018-04-25T17:00:00-05:00,69.08
2018-04-25T17:30:00-05:00,69.1641
2018-04-25T18:00:00-05:00,69.439
2018-04-25T18:30:00-05:00,69.3547
2018-04-25T19:00:00-05:00,69.3856
2018-04-25T19:30:00-05:00,69.2894
2018-04-25T20:00:00-05:00,69.1691
2018-04-25T20:30:00-05:00,68.9588
2018-04-25T21:00:00-05:00,68.9
2018-04-25T21:30:00-05:00,68.8715
2018-04-25T22:00:00-05:00,68.72
2018-04-25T22:30:00-05:00,68.7862
2018-04-25T23:00:00-05:00,68.7456
2018-04-25T23:30:00-05:00,68.72
2018-04-26T00:00:00-05:00,68.7498
2018-04-26T00:30:00-05:00,68.9608
2018-04-26T01:00:00-05:00,68.9891
2018-04-26T01:30:00-05:00,69.0198
2018-04-26T02:00:00-05:00,68.8994
2018-04-26T02:30:00-05:00,68.6001
2018-04-26T03:00:00-05:00,68.54
2018-04-26T03:30:00-05:00,68.4211
2018-04-26T04:00:00-05:00,68.4193
2018-04-26T04:30:00-05:00,68.36
2018-04-26T05:00:00-05:00,68.36
2018-04-26T05:30:00-05:00,68.36
2018-04-26T06:00:00-05:00,68.36
2018-04-26T06:30:00-05:00,68.36
2018-04-26T07:00:00-05:00,68.36
2018-04-26T07:30:00-05:00,68.3907
2018-04-26T08:00:00-05:00,68.4499
2018-04-26T08:30:00-05:00,68.54
2018-04-26T09:00:00-05:00,68.54
2018-04-26T09:30:00-05:00,68.6004
2018-04-26T10:00:00-05:00,68.8097
2018-04-26T10:30:00-05:00,69.0499
2018-04-26T11:00:00-05:00,69.1968
2018-04-26T11:30:00-05:00,69.1995
2018-04-26T12:00:00-05:00,69.2054
2018-04-26T12:30:00-05:00,69.1105
2018-04-26T13:00:00-05:00,69.4351
2018-04-26T13:30:00-05:00,69.44
2018-04-26T14:00:00-05:00,69.2292
2018-04-26T14:30:00-05:00,68.8685
2018-04-26T15:00:00-05:00,68.9624
2018-04-26T15:30:00-05:00,69.9811
2018-04-26T16:00:00-05:00,70.01
2018-04-26T16:30:00-05:00,69.9456
2018-04-26T17:00:00-05:00,70.0039
2018-04-26T17:30:00-05:00,69.9502
2018-04-26T18:00:00-05:00,69.9201
2018-04-26T18:30:00-05:00,69.9494
2018-04-26T19:00:00-05:00,70.0314
2018-04-26T19:30:00-05:00,70.0398
2018-04-26T20:00:00-05:00,70.16
2018-04-26T20:30:00-05:00,70.16
2018-04-26T21:00:00-05:00,70.16
2018-04-26T21:30:00-05:00,70.13
2018-04-26T22:00:00-05:00,70.0958
2018-04-26T22:30:00-05:00,70.1
2018-04-26T23:00:00-05:00,70.1346
2018-04-26T23:30:00-05:00,70.1947
2018-04-27T00:00:00-05:00,70.16
2018-04-27T00:30:00-05:00,70.1301
2018-04-27T01:00:00-05:00,69.8898
2018-04-27T01:30:00-05:00,69.4995
2018-04-27T02:00:00-05:00,69.229
2018-04-27T02:30:00-05:00,68.9587
2018-04-27T03:00:00-05:00,68.4801
2018-04-27T03:30:00-05:00,68.1193
2018-04-27T04:00:00-05:00,67.8813
2018-04-27T04:30:00-05:00,67.7962
2018-04-27T05:00:00-05:00,68.6036
2018-04-27T05:30:00-05:00,68.8953
2018-04-27T06:00:00-05:00,68.6901
2018-04-27T06:30:00-05:00,68.6602
2018-04-27T07:00:00-05:00,68.72
2018-04-27T07:30:00-05:00,68.9306
2018-04-27T08:00:00-05:00,69.03046363
2018-04-27T08:30:00-05:00,69.08
