6557120073909250048,22.63271095235882,3347.4238
6557120080566450176,22.63255955823348,3347.4466
6557120160006164480,22.635980153429216,3346.9315
6557120166620414976,22.638770326358724,3346.5114
6557120173234664448,22.641107175420245,3346.1596
6557120179848913920,22.643031729808456,3345.8699
6557120186463163392,22.64420900915411,3345.6927
6557120193073118208,22.64484817102027,3345.5965
6557120199683073024,22.645108625448017,3345.5573
6557120206254372864,22.64499899497679,3345.5738
6557120212864327680,22.64503288069386,3345.5687
6557120219444217856,22.64488139205713,3345.5915
6557120226015517696,22.64501627004097,3345.5712
6557120232586817536,22.645806288163442,3345.4523
6557120239158117376,22.64692459325505,3345.284
6557120245729417216,22.64875800643233,3345.0081
6557120252300717056,22.650650075937165,3344.7234
6557120258872016896,22.65196207040475,3344.526
6557120265443316736,22.652820164597642,3344.3969
6557120272014616576,22.65325753446689,3344.3311
6557120278585917440,22.65350945859109,3344.2932
6557120285157217280,22.653543358916465,3344.2881
6557120291728517120,22.65313988234891,3344.3488
6557120298304111616,22.65266861620387,3344.4197
6557120304875411456,22.651692885100374,3344.5665
6557120311446712320,22.65025463370955,3344.7829
6557120318018012160,22.647748578115056,3345.16
6557120324627965952,22.64420900915411,3345.6927
6557120331199266816,22.641342337003834,3346.1242
6557120337770566656,22.639257866690173,3346.438
6557120344341866496,22.63739212691678,3346.7189
6557120350917460992,22.635450191325333,3347.0113
6557120357488760832,22.632946677978964,3347.3883
6557120364060061696,22.63071968118902,3347.7237
6557120370631361536,22.62879566262137,3348.0135
6557120377202661376,22.627804514361742,3348.1628
6557120383773961216,22.627703609894922,3348.178
6557120390345261056,22.628401321720617,3348.0729
6557120396920855552,22.630181893144425,3347.8047
6557120403492156416,22.6329294134718,3347.3909
6557120410063456256,22.635433588732326,3347.0138
6557120416634756096,22.637173616419204,3346.7518
6557120423206055936,22.638921768115495,3346.4886
6557120429777355776,22.640913866724475,3346.1887
6557120436348655616,22.642863647682475,3345.8952
6557120442919955456,22.64481428562027,3345.6016
6557120449491255296,22.646941870004014,3345.2814
6557120456096915456,22.64898461988213,3344.974
6557120462668215296,22.650582949891714,3344.7335
6557120469252400128,22.65177729589965,3344.5538
6557120475823699968,22.65260148329594,3344.4298
6557120482394999808,22.653341287249134,3344.3185
6557120489004954624,22.65361049502684,3344.278
6557120495576254464,22.653745432651817,3344.2577
6557120502147554304,22.653324669605354,3344.321
6557120508718855168,22.65276964833714,3344.4045
6557120515290155008,22.651945453921712,3344.5285
6557120521861454848,22.651221653489188,3344.6374
6557120528432754688,22.65076771322066,3344.7057
6557120535004054528,22.650440058574702,3344.755
6557120541579649024,22.650305143536116,3344.7753
6557120548150949888,22.651020270207994,3344.6677
6557120554722249728,22.652164127957974,3344.4956
6557120561293549568,22.65287068098735,3344.3893
6557120567864849408,22.653122600175948,3344.3514
6557120574436149248,22.652988331501263,3344.3716
6557120581033219072,22.65228177426212,3344.4779
6557120587604518912,22.65130606227399,3344.6247
6557120594180114432,22.650414803472756,3344.7588
6557120600772888576,22.65006123543668,3344.812
6557120607344188416,22.650212763819695,3344.7892
6557120613915488256,22.651087397740184,3344.6576
6557120620486789120,22.652265157509987,3344.4804
6557120627083857920,22.65384580557202,3344.2426
6557120633655158784,22.656041507765508,3343.9123
6557120640226458624,22.65853199413624,3343.5377
6557120646797758464,22.660996861054628,3343.167
6557120653369058304,22.66354716186595,3342.7835
6557120659940358144,22.6662906823546,3342.371
6557120666515953664,22.668546307970303,3342.0319
6557120673087253504,22.67081948891763,3341.6902
6557120679658553344,22.67298314561799,3341.365
6557120686229853184,22.67475975686068,3341.098
6557120692801153024,22.67671288286533,3340.8045
6557120699372452864,22.678077191086516,3340.5995
6557120705943752704,22.679028935068686,3340.4565
6557120712545117184,22.67946688582066,3340.3907
6557120719116418048,22.679618640018703,3340.3679
6557120725683422208,22.67993879195467,3340.3198
6557120732297672704,22.68051121791541,3340.2338
6557120738868972544,22.680915919769404,3340.173
6557120745440272384,22.68115155591903,3340.1376
6557120752011572224,22.6818591469044,3340.0313
6557120758587166720,22.682482220729412,3339.9377
6557120765158466560,22.682886962976966,3339.8769
6557120771729767424,22.683072028807658,3339.8491
6557120778301067264,22.68332499929545,3339.8111
6557120784872367104,22.684209755775726,3339.6782
6557120791443666944,22.685245683563437,3339.5226
6557120798019261440,22.686096569783047,3339.3948
6557120804590561280,22.687394275147483,3339.1999
6557120811161862144,22.688885842771185,3338.9759
6557120817733161984,22.69028428973553,3338.7659
6557120824304461824,22.69134584368601,3338.6065
6557120830875761664,22.691497689191692,3338.5837
6557120837442766848,22.690764446029505,3338.6938
6557120844014066688,22.690031230089517,3338.8039
6557120850589661184,22.689677617962786,3338.857
6557120857173846016,22.68883523416622,3338.9835
6557120863745145856,22.688144040148757,3339.0873
6557120870316446720,22.687546090273997,3339.1771
6557120876887746560,22.686753734700346,3339.2961
6557120883459046400,22.685751017671976,3339.4467
6557120890030346240,22.684697753548676,3339.6049
6557120896614531072,22.68410856265831,3339.6934
6557120903190125568,22.68426834150165,3339.6694
6557120909782900736,22.684984699205984,3339.5618
6557120916388560896,22.68623106376151,3339.3746
6557120922989925376,22.686467429160643,3339.3391
6557120929561225216,22.686130526097145,3339.3897
6557120936132525056,22.68545607142363,3339.491
6557120942703824896,22.684765661425104,3339.5947
6557120949275124736,22.68443677643205,3339.6441
6557120955846424576,22.683661854501565,3339.7605
6557120962417725440,22.682532813056696,3339.9301
6557120968997614592,22.68212874374285,3339.9908
6557120975568914432,22.68271854126425,3339.9022
6557120982144509952,22.684007370059533,3339.7086
